UID,Resource Name,Episode Title,Resource URL,Overview,Solution,Iframe,Rank,Format,Admonition Title,Admonition Description,Audio URL,Formatted URL with Title,,embed
,MCJ Podcast,Startup Series: Odyssey Energy Solutions — MCJ Collective,https://www.mcjcollective.com/my-climate-journey-podcast/odyssey-energy-solutions,[3:16] Emily's dedicated career in climate [10:18] Grid challenges in emerging markets [14:51] Financing gaps for small projects [17:33] The Nigeria Electrification Project case study [21:38] Profile of project developers in emerging markets [23:56] An overview of Odyssey's solution [28:38] The company's FERN platform [31:44] How Odyssey is scaling and handling projects in multiple countries [35:09] The capital they've raised thus far and what they're using it for,Distributed Solar Photovoltaics,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/af146fbd-e6d3-49cb-9d66-9fed3e35fafa?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/af146fbd-e6d3-49cb-9d66-9fed3e35fafa?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/af146fbd-e6d3-49cb-9d66-9fed3e35fafa?dark=true&wmode=opaque"">Startup Series: Odyssey Energy Solutions — MCJ Collective</a></li>",,
,MCJ Podcast,"Felicia Marcus, Water in the West — MCJ Collective",https://www.mcjcollective.com/my-climate-journey-podcast/felicia-marcus,[2:55] Felicia's background [6:26] Why water matters generally and in the context of climate change [15:44] The human right to water movement [21:41] How the playbook for managing water needs to change in response to the changing climate [29:05] The business case for improving and increasing water recycling[36:57] The role of conservation and efficiency in urban landscapes [40:55] How location may impact the approach to water management [44:58] Water and corporate risks[50:41] The regulatory environment for water [59:19] The need for a mindset change to accelerate our progress around water,Water Distribution Efficiency,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/3abe326d-fa9a-4543-baea-28efa8802861?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/3abe326d-fa9a-4543-baea-28efa8802861?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/3abe326d-fa9a-4543-baea-28efa8802861?dark=true&wmode=opaque"">Felicia Marcus, Water in the West — MCJ Collective</a></li>",,
,MCJ Podcast,Startup Series: Sealed — MCJ Collective,https://www.mcjcollective.com/my-climate-journey-podcast/sealed,[3:24] Lauren's journey[6:05] Her early days of figuring out home energy efficiency and her company’s origin story[11:57] An overview of Sealed[19:12] Value propositions that are most popular for consumers[21:33] Process for how Sealed designs custom solutions for each home[25:54] The company’s performance-based financing model [31:16] How customers and contractors learn about Sealed's solution [35:46] The company's role in assessing contractor work [37:50] Benefits from the Inflation Reduction Act [45:41] Common changes people need to make with insulation,Distributed Energy Storage,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/fdb867df-8d8f-4444-9aeb-649032915301?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/fdb867df-8d8f-4444-9aeb-649032915301?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/fdb867df-8d8f-4444-9aeb-649032915301?dark=true&wmode=opaque"">Startup Series: Sealed — MCJ Collective</a></li>",,
,MCJ Podcast,"Vikas Gupta & Geert van de Wouw, Shell Ventures — MCJ Collective",https://www.mcjcollective.com/my-climate-journey-podcast/vikas-gupta-geert-van-de-wouw,"[4:11] An overview of Shell Ventures[5:58] How Geert found his way into Shell and his motivations [8:20] Vikas' background and climate journey [10:11] Geert and Vikas' level of concern regarding climate change [13:18] Anger geared towards big oil and realistic expectations for the energy transition[16:11] Shell's net zero commitments and investments on clean technologies [18:43] Strategic priorities for Shell vs. Shell Ventures[23:16] How Shell Ventures thinks about general impact, strategic value, and financial returns[26:45] Shell's level of collaboration with entrepreneurs and founders [29:01] The role of behavior change and consumer mentality to the transition [32:44] Thoughts on if we've reached a tipping point and how they see the transition playing out[35:17] Carbon removal and capture as one solution in the mix [38:49] The role of policy in Shell's investments [40:26] Reskilling oil and gas workers for the clean energy transition[43:47] How collaboration with oil and gas can accelerate the transition",Distributed Energy Storage,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/b6aaa14a-2cfc-4f0d-af7e-405bed14d126?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/b6aaa14a-2cfc-4f0d-af7e-405bed14d126?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/b6aaa14a-2cfc-4f0d-af7e-405bed14d126?dark=true&wmode=opaque"">Vikas Gupta & Geert van de Wouw, Shell Ventures — MCJ Collective</a></li>",,
,MCJ Podcast,Startup Series: Vesta — MCJ Collective,https://www.mcjcollective.com/my-climate-journey-podcast/vesta,"[3:22] Tom's background and how Vesta has evolved [6:36] The ocean's role as a carbon sink [11:26] Distinction between geoengineering and nature-based carbon dioxide removal [13:08] Vesta's origins [15:54] An overview of olivine and its role in Vesta's CDR approach [25:10] How Vesta partners with the dredging industry to work more efficiently [29:41] Coastal engineering and optimizing for carbon removal [32:43] Vesta's history as a non-profit and separate public benefit corporation (PBC) [36:00] Philanthropy and project finance [44:26] How Vesta engage with various stakeholders, including local communities [49:20] Why Tom decided on coastal carbon removal [53:41] Pricing for Vesta's carbon credits and how they plan to decrease with scale [55:02] Vesta's seed financing and future plans for building their business",Coastal Wetland Restoration,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/9e6f1378-248c-4a7f-aa1d-e29bdee2e1f0?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/9e6f1378-248c-4a7f-aa1d-e29bdee2e1f0?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/9e6f1378-248c-4a7f-aa1d-e29bdee2e1f0?dark=true&wmode=opaque"">Startup Series: Vesta — MCJ Collective</a></li>",,
,MCJ Podcast,"Leah Stokes, A Matter of Degrees — MCJ Collective",https://www.mcjcollective.com/my-climate-journey-podcast/leah-stokes,"[3:12] An overview of Leah's work[5:56] Her motivations and how she started working in climate[9:40] How her theory of change has evolved [11:27] Importance of structural change [15:27] Tensions between conservation, decarbonization and environmental justice [21:46] Leah's feelings toward fossil fuel company executives and the impacts of their denial campaign [28:47] The role of fossil fuel companies moving forward in the clean energy transition [32:31] The political polarization of climate change [35:48] A future of abundance with clean energy[38:23] Leah's views on the state of the climate emergency [41:55] The role of the West vs. the rest of the world [46:19] GDP growth and falling emissions[49:46] Speed round including nuclear, offsets, carbon pricing, and more
The Dirty Truth About Electric UtilitiesThe Faraway Nearby by Rebecca SolnitFollow the Leader by Gabe LenzHow Solar Energy Became Cheap: A Model for Low-Carbon Innovation by Greg Nemet",Distributed Solar Photovoltaics,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/256ac6d8-1121-4827-b349-cbde7759e601?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/256ac6d8-1121-4827-b349-cbde7759e601?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/256ac6d8-1121-4827-b349-cbde7759e601?dark=true&wmode=opaque"">Leah Stokes, A Matter of Degrees — MCJ Collective</a></li>",,
,MCJ Podcast,Startup Series: CODA Farm Technologies — MCJ Collective,https://www.mcjcollective.com/my-climate-journey-podcast/coda-farm-technologies,[3:13] David's background and the origin of CODA Farm Technologies[9:28] An overview of farm irrigation [13:21] What's top of mind for farmers today around the U.S. [26:16] Value propositions for different farmers[27:11] Economics of water usage and impacts on a farmer’s bottom line[29:18] CODA Farm's technology and pricing[31:27] CODA Farm's go-to-market consumers [34:44] Generational changes on farms and a look at the modern farmer[36:44] How David made the decision to go the venture route for scale and the company's seed round with Lowercarbon[37:32] Data on water savings [40:28] An overview of the irrigation control industry,Water Distribution Efficiency,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/22a3b556-3b57-47c0-b164-6e815009b056?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/22a3b556-3b57-47c0-b164-6e815009b056?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/22a3b556-3b57-47c0-b164-6e815009b056?dark=true&wmode=opaque"">Startup Series: CODA Farm Technologies — MCJ Collective</a></li>",,
,MCJ Podcast,Skilled Labor Series: Scott Arnold on HVAC and heat pumps — MCJ Collective,https://www.mcjcollective.com/my-climate-journey-podcast/scott-arnold,"[2:30] Scott's background and HVAC expertise[5:47] Path to becoming a HVAC technician[9:54] Economic mobility working in the trades[12:40] History of HVAC space and key milestones that have changed the trajectory[19:30] An overview of heat pumps[20:36] Technology innovations in the past 20 years[23:27] An overview of Scott's company, Rycor[27:33] Scott's vision for expanding[31:36] Mitsubishi's heat pump product[35:23] The customer's mentality and where climate change fits in[37:37] Different refrigerants and how they're managed[39:41] What keeps Scott optimistic",Distributed Energy Storage,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/90cdd4b1-9b0f-4282-9fb9-7fe9c01672d7?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/90cdd4b1-9b0f-4282-9fb9-7fe9c01672d7?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/90cdd4b1-9b0f-4282-9fb9-7fe9c01672d7?dark=true&wmode=opaque"">Skilled Labor Series: Scott Arnold on HVAC and heat pumps — MCJ Collective</a></li>",,
,MCJ Podcast,"Sue Brown, Worley — MCJ Collective",https://www.mcjcollective.com/my-climate-journey-podcast/sue-brown,[4:47] An overview of Worley [5:51] Sue's climate journey and how she started working in sustainability [8:43] Role of an EPC like Worley [13:42] How big oil and gas companies are transitioning into global integrated energy companies[18:40] Breakdown of Worley's traditional customers vs new customers from emerging industries [20:17] Worley's aggressive sustainability revenue targets [25:33] Five key shifts service providers need to take for the delivery of projects [28:15] Biggest barriers to the transition [33:14] Balancing the tension between energy security and the energy transition [35:40] Environmental justice reforms needed and how those might come about [42:02] Talent bottleneck and ways to address them [43:19] Sue's sustainability team and its charter,Distributed Energy Storage,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/97fe2c91-4768-43de-82d8-828889cb4ca6?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/97fe2c91-4768-43de-82d8-828889cb4ca6?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/97fe2c91-4768-43de-82d8-828889cb4ca6?dark=true&wmode=opaque"">Sue Brown, Worley — MCJ Collective</a></li>",,
,MCJ Podcast,Startup Series: The Cool Down — MCJ Collective,https://www.mcjcollective.com/my-climate-journey-podcast/the-cool-down,"[3:03] Anna's background at ABC News and Yahoo [6:26] Dave's media experience and transition to climate [12:19] Gap in media and climate communications [16:15] The Cool Down's storytelling strategy [19:18] Popular climate topics they’re experimenting with[22:15] Value-based actions that are good for people and the planet [29:45] Packaging tech innovation into engaging, digestible content [35:19] Taking local actions that benefit communities [38:27] Anna and Dave's business model and how they're starting to test it [48:16] What's next for The Cool Down",Multistrata Agroforestry,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/086f9d25-cb6e-4256-914e-a4288cbe5ff9?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/086f9d25-cb6e-4256-914e-a4288cbe5ff9?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/086f9d25-cb6e-4256-914e-a4288cbe5ff9?dark=true&wmode=opaque"">Startup Series: The Cool Down — MCJ Collective</a></li>",,
,MCJ Podcast,Skilled Labor Series: Josh Svaty on Farming — MCJ Collective,https://www.mcjcollective.com/my-climate-journey-podcast/josh-svaty,"[1:46] Josh's upbringing and extensive background [5:26] The role agriculture has played in human development[7:24] Large-scale monoculture practices and Josh's feelings about them [10:24] Climate change impacts felt on Free State Farms[15:11] Solutions addressing the growing lack of predictability for farmers, including increasing crop diversity and livestock[19:06] An overview of regenerative agriculture [25:03] Role of water in farming operations [27:11] Local and global trends as the result of drought[29:00] What happens when we run out of water [32:45] What keeps Josh optimistic about the future of agriculture [35:50] Nitricity's unique solution to addressing the GHG impact of fertilizer",Multistrata Agroforestry,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/279a9669-eb88-491b-b386-18a1cf980901?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/279a9669-eb88-491b-b386-18a1cf980901?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/279a9669-eb88-491b-b386-18a1cf980901?dark=true&wmode=opaque"">Skilled Labor Series: Josh Svaty on Farming — MCJ Collective</a></li>",,
,MCJ Podcast,Startup Series: Sweep — MCJ Collective,https://www.mcjcollective.com/my-climate-journey-podcast/sweep,"[2:27] Rachel's financial background and climate journey [8:51] How she took existing skills and applied them to carbon [18:14] Sweep's approach to building a diverse team of experts from the carbon, tech, and political backgrounds[24:19] Rachel's views of carbon accounting vs. carbon management [29:15] An overview of scope 3 emissions [33:09] How companies are accessing accurate emissions data [38:32] The role of carbon management platforms in accelerating regulations[41:17] Sweep's success with companies so far [44:27] Future targets vs short-term reality in emissions reductions [48:59] Rachel's interactions with sustainability teams and financial directors [56:29] Where global climate justice fits into Sweep's solution [1:01:19] How Sweep balances customer reductions and credits [1:05:02] What's next for Rachel and Sweep",N/A,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/92f62cc4-0978-40fc-a86a-67c24bc8b795?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/92f62cc4-0978-40fc-a86a-67c24bc8b795?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/92f62cc4-0978-40fc-a86a-67c24bc8b795?dark=true&wmode=opaque"">Startup Series: Sweep — MCJ Collective</a></li>",,
,MCJ Podcast,"Episode 230: David Roberts, Volts — MCJ Collective",https://www.mcjcollective.com/my-climate-journey-podcast/david-roberts,"[4:49] How David got involved in journalism and climate [9:10] His thoughts on the climate issue early in his career and how they've evolved [13:54] How concerned he thinks people should be [23:32] Approaching solutions to climate that also solve other issues [27:25] Importance of celebrating small victories to motivate future progress [34:37] David's optimism for a clean energy future[44:16] The human need to feel some sense of control and how that impacts their views on climate [54:07] U.S. journalism today [57:54] Intersection between environmentalism and climate [1:01:03] David's thoughts on tech and how it’s approaching clean energy [1:05:02] Speed round including solar geoengineering, nuclear, carbon capture, offsets, and more",Distributed Solar Photovoltaics,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/0ae9a2b4-c043-4c27-aa34-ed0c3f4cc686?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/0ae9a2b4-c043-4c27-aa34-ed0c3f4cc686?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/0ae9a2b4-c043-4c27-aa34-ed0c3f4cc686?dark=true&wmode=opaque"">Episode 230: David Roberts, Volts — MCJ Collective</a></li>",,
,MCJ Podcast,Startup Series: Shellworks — MCJ Collective,https://www.mcjcollective.com/my-climate-journey-podcast/shellworks,"[2:38] Insiya's background and climate journey [8:15] The world of packaging and different types of plastics involved[14:04] Industrial shift away from plastic packaging [18:03] Challenges to addressing packaging in cosmetics [19:46] Shellworks' go-to-market strategy [24:33] An overview of Shellworks and their focus on mono-material products [27:27] The company's commercial traction [29:47] Use cases that aren't a good fit for Shellworks' offerings [36:53] The company's core value ads[41:44] What's next for Shellworks [45:20] Funding to date, early challenges and how Insiya overcame them",Bioplastics,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/5755acdd-9096-469f-a379-80e95ca67d48?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/5755acdd-9096-469f-a379-80e95ca67d48?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/5755acdd-9096-469f-a379-80e95ca67d48?dark=true&wmode=opaque"">Startup Series: Shellworks — MCJ Collective</a></li>",,
,MCJ Podcast,Skilled Labor Series: Andy Martinez on Solar Installation — MCJ Collective,https://www.mcjcollective.com/my-climate-journey-podcast/sam-steyer-andy-martinez,"[1:49] Intro to Sam and Greenwork [3:30] Andy's background and experience as a field technician at Sunrun [5:09] Andy's educational journey toward becoming a solar installer [6:05] The Sunrun interview process and employee training [7:56] A typical day for Andy as a solar installer [9:32] Some day-to-say frustrations, including disconnections between sales and field work[11:59] How Andy views the environmental factor of his work[12:57] Where climate change fits in when communicating customers [15:36] The evolution in solar technology [20:04] What's working in terms of companies building construction and installation teams [23:42] Importance of treating contractors like a second customer [24:52] What Andy wishes more people knew about solar installation work [28:16] Andy's future career path [29:32] Jobs needed to meet electrification demands in the US [30:43] How to get more people into trade schools [32:57] Initial challenges of the job and how to overcome them[36:27] The little things that keep Andy optimistic and happy at work",Distributed Solar Photovoltaics,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/4a9a1312-fbc8-4409-b173-959da0403a35?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/4a9a1312-fbc8-4409-b173-959da0403a35?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/4a9a1312-fbc8-4409-b173-959da0403a35?dark=true&wmode=opaque"">Skilled Labor Series: Andy Martinez on Solar Installation — MCJ Collective</a></li>",,
,MCJ Podcast,"Episode 229: Michele Demers, Boundless Impact — MCJ Collective",https://www.mcjcollective.com/my-climate-journey-podcast/michele-demers,[3:19] An overview of Boundless Impact Research and Analytics [4:54] The company's origin story[9:35] How companies understand their true carbon footprints [14:32] Tooling available to understand risk and environmental impact[21:25] Boundless' balance of software vs services [24:31] Which industries the company is focused on and why [29:12] How the annual assessment process changes across industries [31:24] The role of life cycle assessment as the standard [33:09] The process for companies working with Boundless [37:22] The future of a real-time dashboard for emissions [39:02] What happens when reports are not favorable[42:10] How Boundless works with companies on improvements based on first analysis,Water Distribution Efficiency,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/6829cf50-21cd-4190-a1cd-131dbbadcc75?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/6829cf50-21cd-4190-a1cd-131dbbadcc75?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/6829cf50-21cd-4190-a1cd-131dbbadcc75?dark=true&wmode=opaque"">Episode 229: Michele Demers, Boundless Impact — MCJ Collective</a></li>",,
,MCJ Podcast,Startup Series: Ample — MCJ Collective,https://www.mcjcollective.com/my-climate-journey-podcast/ample,"[2:57] Khaled's background and transition to climate[5:11] State of EVs today [8:38] Nuances around EV charging networks and associated challenges[13:15] Outlier geographies that have done well with EV charging networks [17:20] Battery swapping and leasing alternatives[22:10] An overview of Ample and its battery swapping solution [32:54] How Ample's solution scales while reducing the amount of batteries across their system [37:06] Different use cases for Ample's different batteries[40:23] Details of Ample's charging pods[43:41] The company's go-to-market [47:21] Ample's pod setup and servicing [54:11] How Ample is sharing profits with OEMs, landowners, and municipalities [59:16] How Khaled is building the business from a venture capital and debt financing perspective",Distributed Energy Storage,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/3224e96e-571a-4b2d-a817-c0512f4a6cb4?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/3224e96e-571a-4b2d-a817-c0512f4a6cb4?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/3224e96e-571a-4b2d-a817-c0512f4a6cb4?dark=true&wmode=opaque"">Startup Series: Ample — MCJ Collective</a></li>",,
,MCJ Podcast,"Episode 228: Genevieve Guenther, End Climate Silence — MCJ Collective",https://www.mcjcollective.com/my-climate-journey-podcast/genevieve-guenter,"[3:39] Genevieve's background and her work in climate [10:04] Use of the word ""uncertainty"" among scientists and in climate communications[13:35] An overview of End Climate Silence [16:06] How Genevieve's views about the nature of the problem have evolved [24:40] Her views on the gravity of the problem, and challenges of modeling human behavior and warming [35:46] Energy poverty and justifying fossil fuel production [39:30] How Genevieve would transition to clean energy if she was in charge [44:31] Her thoughts on carbon removal[49:44] Challenges with direct air capture as a solution[57:03] Issues with entrepreneurs overpromising carbon removal
Donella Meadows, Thinking in Systems Amitav Gosh, The Nutmeg's Curse: Parables for a Planet in Crisis Jason Moore, Capitalism in the Web of Life: Ecology and the Accumulation of Capital",Distributed Energy Storage,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/ef5e6065-7d68-4916-9bad-3f04c379c304?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/ef5e6065-7d68-4916-9bad-3f04c379c304?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/ef5e6065-7d68-4916-9bad-3f04c379c304?dark=true&wmode=opaque"">Episode 228: Genevieve Guenther, End Climate Silence — MCJ Collective</a></li>",,
,MCJ Podcast,Startup Series: Synop — MCJ Collective,https://www.mcjcollective.com/my-climate-journey-podcast/synop,[2:06] Gagan and his co-founder's background[5:34] An overview of fleets in the transportation sector today[10:15] How ICE fleets are managed and fueled [12:03] Challenges of electrifying fleets [14:33] Use cases for different types of EV charging[17:48] An overview of Synop[21:15] Status of electric semi-trucks in U.S. [24:42] Synop's customers today and who they plan to serve in the future [27:25] The company's energy management service [31:03] Synop's solution to charge management for fleet operators [34:38] Potential cost savings [39:40] What Gagan has learned along his climate journey [46:21] Synop's funding and how they plan to capitalize the business going forward [48:36] How Gagan sees the space evolving over the next 5 years,Distributed Energy Storage,"<iframe allow=""autoplay *; encrypted-media *; fullscreen *; clipboard-write"" frameBorder=""0"" height=""175"" style={{width:'100%', maxWidth:'660px', overflow:'hidden', borderRadius:'10px'}} sandbox=""allow-forms allow-popups allow-same-origin allow-scripts allow-storage-access-by-user-activation allow-top-navigation-by-user-activation"" src=""https://player.simplecast.com/108cd05c-7b35-4ef1-8017-de87aaff9175?dark=true&wmode=opaque"" />",,podcast embed,,,https://player.simplecast.com/108cd05c-7b35-4ef1-8017-de87aaff9175?dark=true&wmode=opaque,"<li><a href=""https://player.simplecast.com/108cd05c-7b35-4ef1-8017-de87aaff9175?dark=true&wmode=opaque"">Startup Series: Synop — MCJ Collective</a></li>",,
