URL,Description,Name
https://podcasts.apple.com/us/podcast/introducing-season-6-how-to-green-your-job/id1536627537?i=1000627049446&uo=4,"More than half of Gen Z and millennials are pressuring employers to green their companies — and almost that many would switch jobs to help the climate. Great news: This new season of Degree is all about “How to Green Your Job.” If you’re looking to change careers or want to “green” the job you already have – this season, hosted by sustainability jobs expert Yesh Pavlik Slenk, is for you. 

And even better news: there are a ton of opportunities to get paid to fight climate change — opportunities that are surprising, hidden, or just emerging. You’re likely more qualified than you think. 

Season 6 includes inspiring stories of people who’ve found green careers or adapted their existing jobs to be more climate friendly. Hear from screenwriter, director and producer Scott Z. Burns; Ciara Imani May, founder of Rebundle, which makes non-toxic, plant-based braids; Drew Wilkinson, climate activist and co-founder of Microsoft’s 10,000-member employees sustainability community; Rebecca Weston, co-president of the Climate Psychology Alliance of North America, and more! You’ll even hear some advice from a green career coach, who will help guide you to Green Your Job!",Introducing Season 6: How to Green Your Job
https://podcasts.apple.com/us/podcast/browngirl-greens-kristy-drutman-taking-the-mystery/id1536627537?i=1000610677283&uo=4,"When you know you want a green job but you have no idea how to find organizations that fit you —your interests, your experience, and your personality—what do you do? The Year of the Climate Job host, Daniel Hill, talks with Kristy Drutman, who founded Browngirl Green and the Green Jobs Board, to solve exactly this problem. Because she faced it herself, and she had to learn to demystify climate work before she could find her own path in it. 

The truth is, the climate economy is growing and evolving. Every day, new green jobs are being created. But it’s a confusing job market shrouded in mystery. It’s no wonder it’s difficult to identify the right companies and roles for you. In this first episode of our new mini-series, “The Year of the Climate Job,” Kristy offers strategies you can put to work today to get unstuck. And she tells us how she developed her own climate career roadmap when one wasn’t clear. She also speaks to how she’s attacking a big problem: the exclusionary history of climate-related employment. And she invites you to help make necessary changes to bring more people into the fold to address the urgent issue of the climate crisis.",Browngirl Green’s Kristy Drutman: Taking the mystery out of finding a green job
https://podcasts.apple.com/us/podcast/how-to-network-for-a-green-job-with-purpose/id1536627537?i=1000611558682&uo=4,"Building a network in a new field is tough. But 80% of all jobs are found through networking—and to get the green job you want, you can’t avoid it. How can you make it both more enjoyable AND more effective? Get just the right hacks from TechChange CEO and founder Nick Martin, who teaches purpose-driven jobseekers how to network—or, as he calls it—how to build relationships. 

With a LinkedIn following of more than 200,000, Martin has made it his mission to help people who want to change the world expand their professional connections. People flock to his page because he’s constantly curating job postings, resources, and people to follow, all around social impact work. He shares his methods for understanding the network you already have, even when you don’t realize it (spoiler alert: it involves spreadsheets), and how you can get the most bang out of LinkedIn in your green job search.",How to network for a green job with purpose-driven LinkedIn expert Nick@Noon
https://podcasts.apple.com/us/podcast/transfer-your-skills-to-a-green-job-with-work/id1536627537?i=1000612458072&uo=4,"Eugene Kirpichov had a great job as a software engineer at Google. But he left it all behind. As he expressed in a resignation letter that went viral on LinkedIn, “the scale, urgency and tragedy of climate change are so immense that I can no longer justify to myself working on anything else.” That letter, which urged others to follow suit, set the course for his career path. He would go on to co-found the wildly successful Work on Climate community, which today boasts more than 20,000 members. It’s been lauded everywhere from Fast Company to The New York Times.

In the latest installment of The Year of the Climate Job, Kirpichov shares how you can take stock of your own skills, which are likely far more climate-ready than you realize. And he shares his vision for making climate work “mainstream,” along with how he and his co-founders started Work on Climate as a Slack community and built it into the mighty army of planet-saving professionals that it is today.",Transfer Your Skills to a Green Job with Work on Climate’s Eugene Kirpichov
https://podcasts.apple.com/us/podcast/learn-how-to-build-your-climate-experience-with-terra/id1536627537?i=1000613346382&uo=4,"In 2020, Anshuman Bapna needed a major shift in his life, a professional one. With the magnitude and urgency of the climate crisis weighing on him, he decided to leave his good job to pursue climate work. But what, exactly? He didn’t know. Making the change was tough. As Bapna tried to navigate his way to a new climate-specific role, he found a calling he never expected: He could help other green jobseekers who were experiencing similar job-hunting roadblocks. Thus Bapna’s company, the online education and training firm Terra.do, was born. And it was born with an enormous mission: To get 100 million people working on climate solutions in the next decade. 

In this episode of The Year of the Climate Job, Bapna shares strategies for confronting daunting green job descriptions asking for years of direct experience. He also offers advice on how to gain new skills, build your portfolio, and send a message to potential future employers that you have the drive and ability to learn on the job.",Learn how to build your climate experience with Terra.do founder Anshuman Bapna
https://podcasts.apple.com/us/podcast/how-to-green-any-job-with-project-drawdowns-jamie-beck/id1536627537?i=1000615121556&uo=4,"Struggling to find a “climate job?” Hit pause on that Google search and ponder a radically different solution to your green job-hunting problem. Jamie Beck Alexander has a mantra that could change your entire mindset: “Every job is a climate job.”

As director of Drawdown Labs, Alexander is pushing for every company on the planet to fight climate change. How? By harnessing the power of employee voices to change systems for the better from the inside.

In the final installment of The Year of the Climate Job, Alexander shares actionable, practical ways you can put a climate lens on the job you currently have. Drawdown Labs has created seven different guides with concrete ways to green your job, no matter your specialty. The guides, based on extensive, hands-on research, offer transformative methods for people working in finance, government relations, marketing, legal, sales, human resources and procurement. And this episode isn’t just for folks who work for big companies — there’s advice here for you no matter the size or stripe of your organization.",How to green any job with Project Drawdown's Jamie Beck Alexander
https://podcasts.apple.com/us/podcast/introducing-the-year-of-the-climate-job-a/id1536627537?i=1000609598019&uo=4,"Searching for a green job can be a slog. From job postings with endless lists of qualifications to the lousy advice about how to get your foot in the door, to the ghosting, it’s frustrating — especially when you so badly want a job fighting climate change. In this five-part Degrees miniseries, “The Year of the Climate Job,” we get you unstuck. Host Daniel Hill speaks with movers and shakers in the rapidly changing green workforce landscape. Guests include Kristy Drutman of Browngirl Green and the Green Jobs Board; Work on Climate’s Eugene Kirpichov; and Terra.do founder Anshuman Bapna. They share creative, practical ways to land a job and build a career in climate work. Listen to each episode for actions you can take today.","Introducing ‘The Year of the Climate Job,” a special Degrees mini-series"
https://podcasts.apple.com/us/podcast/the-great-electrician-shortage-a-bonus-episode/id1536627537?i=1000614273142&uo=4,"The table is set for widespread electrification. But, facing a shortage of electricians to make it happen, could this be an opportunity for you to make a big difference?

We’re sharing an episode from a podcast we love called The Carbon Copy. To decarbonize the economy, we need to electrify everything. That means installing millions of heat pumps, EV chargers, electric water heaters and rooftop solar panels.

But there’s one big problem: finding enough electricians to make it happen. Electricians across the country are flooded with work — and just as demand is skyrocketing, many in the field are nearing retirement age.",The great electrician shortage: a bonus episode from The Carbon Copy with Stephen Lacey
https://podcasts.apple.com/us/podcast/10-ways-to-save-the-planet/id1536627537?i=1000578675118&uo=4,"Nine million new planet-saving jobs will be created over the next decade. This season, we’re talking all about the jobs of the future. Yesh goes deep into the opportunities to come with Ryan Panchadsaram, co-author of the book Speed & Scale, an action plan to get global emissions to zero by 2050. Ryan breaks this monumental task down into the ten most important actions we need to take to save the planet—and what those actions will mean for your career.",10 Ways to Save the Planet
https://podcasts.apple.com/us/podcast/the-fastest-electric-vehicle-fleet-makeover-in-the-west/id1536627537?i=1000578675117&uo=4,"Transportation is the largest single source of carbon emissions in the U.S. People who can electrify vehicle fleets are in demand — especially in school districts, where diesel emissions are causing skyrocketing rates of childhood asthma. Yesh talks with the ebullient Gilbert Blue Feather Rosas, who raised millions of dollars to bring electric buses to one of America’s biggest school districts.",The fastest electric vehicle fleet makeover in the west
https://podcasts.apple.com/us/podcast/how-a-psychology-major-is-on-the/id1536627537?i=1000579428640&uo=4,"If you want to make the world a better place, it might be surprising, but a huge industry -- like concrete or construction --  might be the perfect fit. You see, if concrete were its own nation, it would be the third largest emitter of greenhouse gasses in the world -- behind the US and China. Talk about impact. Yesh talks with Christie Gamble, the Senior Sustainability Director at a clean tech company called CarbonCure Technologies, an XPrize winner, that’s on a mission to decarbonize the concrete industry. A huge part of CarbonCure’s success is Christie’s role as a bridge builder -- a job skill that is vital to any green job.",How a psychology major is on the frontlines of decarbonizing a global industry
https://podcasts.apple.com/us/podcast/the-woman-greening-the-golden-arches/id1536627537?i=1000580159639&uo=4,"Can you use your MBA to save the planet? Just ask the chief sustainability officer at McDonald’s, Jenny McColloch. McColloch has one of the most influential sustainability jobs in the business world: leading the effort to green McDonald’s 40,000 restaurants. It’s a tough challenge that could transform all parts of the global company, from sourcing beef and chicken to new product development to water and power use. But it’s also rewarding: With restaurants in more than 100 countries, the opportunity to move the needle on climate change is enormous. 

For this special episode, we super-sized our team. For our interview with McColloch, Yesh joined forces with Mike Toffel, host of Climate Rising, a podcast about the impact of climate change on business from Harvard Business School.",The woman greening the golden arches
https://podcasts.apple.com/us/podcast/building-a-black-community-for-green-jobseekers/id1536627537?i=1000580885785&uo=4,"The good news: Climate action offers the biggest job opportunity of our lifetimes. The bad news: The environmental workforce remains overwhelmingly white. But not if Wes Gobar can help it. With Kiera Givens, Miles Braxton, and Sarah Nesbit, Wes co-founded BlackOak Collective, a career network growing green jobs for Black environmentalists. In doing so, he changed people’s lives, including his own. For his mission, Grist named him one of the top 50 people shaping the future of the planet. Yesh talks with him about his journey, about not feeling alone as a Black jobseeker, and about why the planet needs us to diversify the green workforce.",Building a Black community for green jobseekers
https://podcasts.apple.com/us/podcast/how-do-we-learn-to-live-with-wildfire/id1536627537?i=1000581646895&uo=4,"US Forest Service research ecologist Frank Kanawha Lake is bringing Indigenous ways of knowing to managing fire into the 21st century. Frank learned from his Yurok and Karuk family the cultural practice of setting fires to prevent blazes. He is at the heart of a conflict that’s raged for more than a century: Is all fire bad? Can we use fire for good? How?

Jobs to address wildfires could include lots of career paths. What skills do you need? In the field, they need people who can run bulldozers to suppress fires, or harvest logs with a skid-steer. They also need wildlife biologists and hydrologists to understand how fire impacts whole ecosystems. And there’s a whole new field incorporating new technologies into wildfire -- which can work with Traditional Ecological Knowledge. 

Frank Kanawha Lank notes, “I see this as an emergent field for a lot of young Native people who have traditional teachings and upbringings like I have, but who are also getting the Western academic training in remote sensing, GIS and modeling. So there's a way of looking at an actual fire event, how it's burning and what's going on for fire behavior. There's also the more remote sensing level of looking at that fire or a complex of fires in an area, that helps you assess the vegetation or to fuel loading and the risks to community or the benefits of where fire could be applied.” 

He added, “The work I do as a scientist, the work I do as a practitioner in managing or stewarding the environment for foods, for medicines, thinking about the fish and water, going to those high mountain springs to check in on them. Each and every one of us have a form of responsibility that we use today, to start and plant a seed. It's not going to happen overnight. It's going to happen in generations. It's going to be what you choose to step up and do and take responsibility for.”",How do we learn to live with wildfire?
https://podcasts.apple.com/us/podcast/how-to-get-a-job-investing-millions-in-planet-saving-tech/id1536627537?i=1000582380717&uo=4,"The climate tech investing space is growing fast. Curious about how to get involved? Venture firm Lowercarbon Capital ""backs kickass companies that make real money slashing CO2 emissions, sucking carbon out of the sky, and buying us time to unf**k the planet."" Learn how VCs are enabling jobs of the future to advance ideas like 100% beef that never had hooves, fully electric passenger planes, kelp-farming, carbon-sinking robots, and a fungus that eats carbon and pays farmers. Do these sound like technologies of the future or what? Well, guess what? This future is here. And climate-tech investor Mia Diawara shares what it's like at one of the hottest VC firms in climate investing — and how this engineer, poet and professional dancer found her way to one of the most exciting planet-saving careers.",How to get a job investing millions in planet-saving tech
https://podcasts.apple.com/us/podcast/how-to-solve-the-ev-problem-and-a-jobs-problem-at-the-same-time/id1536627537?i=1000583930656&uo=4,"Three years ago, Kameale C. Terry and Evette Ellis founded ChargerHelp!, one of the first companies to repair broken charging stations, fast. Their growth is eye-popping: They’ve raised millions and will be in all 50 states by the end of the year. But their success rests upon their ability to train a new EV workforce – not just for ChargerHelp, but for the whole field.",How to solve the EV problem and a jobs problem at the same time
https://podcasts.apple.com/us/podcast/the-future-of-climate-smart-ag-and-the-hot/id1536627537?i=1000584752989&uo=4,"Thousands of jobs and billions of dollars are at stake in the political fight over how climate-friendly our food supply should become. No matter the outcome, fascinating food jobs of the future are emerging. Want to fix our food system – and take gigatons of emissions out of it? We get the lay of the land from award-winning food policy journalist Helena Bottemiller Evich.",The future of climate-smart ag and the hot politics of your dinner plate
https://podcasts.apple.com/us/podcast/how-heather-mcteer-toney-is-redefining-climate-action/id1536627537?i=1000585608056&uo=4,"Elected one of the youngest Black female mayors in the United States before serving as administrator of the EPA’s southeastern region, Heather McTeer Toney is now leading a movement to make sure that everyone is encouraged to be part of the millions of the green jobs of the future. Heather knows what it’s like to feel left out of the environmental movement, despite being affected by climate change every day and leading efforts to mitigate its effects. Today, she’s working to ensure that communities on the frontlines of climate change are recognized for their climate expertise and that community knowledge is central to climate solutions. We all need to “embrace climate justice as the social justice issue of our time,” she says. Where do you fit? After you listen to this episode, you’ll see opportunities you never imagined.",How Heather McTeer Toney is redefining climate action for the next generation of leaders
https://podcasts.apple.com/us/podcast/introducing-season-4-jobs-of-the-future/id1536627537?i=1000577187640&uo=4,"Kicking our addition to fossil fuels is the single biggest job opportunity of a lifetime. This season, we’re spotlighting jobs of the future, those that will reduce carbon emissions the fastest. And tune in for our new feature, #AskYesh! Host and climate careers expert Yesh Pavlik Slenk solves your job-seeking dilemmas and offers her advice on how to get paid to save the planet.",Introducing Season 4:  Jobs of the Future
https://podcasts.apple.com/us/podcast/tracking-jaguars-with-a-toddler-introducing-going/id1536627537?i=1000583129884&uo=4,"Yesh introduces a podcast she loves: Going Wild with wildlife conservationist Dr. Rae Wynn-Grant. In this hit PBS podcast, Dr. Wynn-Grant takes us on journeys to study the most fascinating wildlife in the world…but it doesn’t always go smoothly. Today, she attempts to bring her toddler along on a jaguar-tracking expedition in the Panama rainforest. It’s an adventurous, boots-on-the-ground example of a career that matters to all of us, if we are to save the planet.",Tracking jaguars with a toddler: Introducing Going Wild with Dr. Rae Wynn-Grant
https://podcasts.apple.com/us/podcast/lake-street-dive-on-music-activism-and-bravery/id1536627537?i=1000538418501&uo=4,"We talk to Lake Street Dive’s Mike Calabrese and lead singer Rachael Price about the challenges of being a green band, banning plastic water bottles from shows, the complicated intersection of art and activism—and who our theme song “Shame, Shame, Shame” is really about.","Lake Street Dive on music, activism, and bravery"
https://podcasts.apple.com/us/podcast/what-drove-a-former-usa-swim-team-member-to-tackle/id1536627537?i=1000539140186&uo=4,"BJ Johnson transformed himself from athlete to an eco-entrepreneur. In this episode, he tells us why entrepreneurship is a viable planet-saving career and the challenges of being one of the few Black men in his field. His company ClearFlame received prestigious recognition as one of Grist’s top 50 “fixers” on climate change in 2021.",What drove a former USA swim team member to tackle the diesel problem
https://podcasts.apple.com/us/podcast/yes-you-can-turn-your-climate-anxiety-into-meaningful/id1536627537?i=1000539846376&uo=4,"This week we talk with LaUra Schmidt, cofounder of The Good Grief Network. LaUra talks about how millions of us are suffering from eco-anxiety, how our emotions affect our planet-saving work, and how we can cope so we can do the work that needs to be done to make a positive impact on the future.","Yes, you can turn your climate anxiety into meaningful action"
https://podcasts.apple.com/us/podcast/how-this-30-under-30-sustainability-star-navigates/id1536627537?i=1000540585193&uo=4,"Dawnielle Tellez, 29, recently made it onto media company GreenBiz’ 30 under 30 list. The REI sustainability analyst tells Yesh Pavlik Slenk how hard it is to make the outdoor apparel industry more sustainable. She tells us what she learned working at Patagonia; what dolphins and solar panels have to do with hiking pants and backpacks; and how she landed one of the sexiest  jobs in corporate sustainability (note: she could paper her walls with rejection letters).",How this 30 Under 30 sustainability star navigates tough dilemmas at REI
https://podcasts.apple.com/us/podcast/how-a-farmworkers-son-turned-politician-is-fighting/id1536627537?i=1000541308531&uo=4,"Working with his parents harvesting produce in the 100-degree agricultural fields of southern California, Eduardo Garcia never imagined growing up and becoming a state assemblyman. But unlikely events led to a spark to make decisions for his community—and today, Garcia is the climate-change-fighting assemblyman representing California's 56th District. Fierce about saving California’s embattled ecosystem, Garcia authored a bill to allocate almost $4 billion to fight wildfires and drought. He talks with Yesh Pavlik Slenk about how he got here, what he’s fighting for, and why he still has to battle for basic rights to clean water and air.",How a farmworker’s son-turned politician is fighting “the serious crisis with Mother Earth”
https://podcasts.apple.com/us/podcast/how-an-energy-entrepreneur-is-helping-to-light-up-the-world/id1536627537?i=1000542177676&uo=4,"Dan Schnitzer has been passionate about renewable energy since the eighth grade, when he discovered he could make clean fuel from apple peels using his grandma's pressure cooker. Later, he learned that lack of access to energy is a trap that keeps people in poverty. He vowed to try to solve a huge problem: In developing countries, as much as half the population has no reliable source of electricity. He founded his company, SparkMeter, to try to fill that crying need. In 2021, Fast Company named SparkMeter the most innovative company in energy.",How an energy entrepreneur is helping to light up the world
https://podcasts.apple.com/us/podcast/sustainable-investment-leader-taeun-kwon-on-women-money/id1536627537?i=1000542913503&uo=4,"If we are to truly combat climate change, there must be more women leaders in finance. Taeun Kwon, 32, is so passionate about replacing finance’s power structure of “pale, male and stale” with women’s leadership that she founded a global organization to help women transform the status quo. Kwon and Yesh have a lively conversation about the connection between climate change, power, gender and money; you’ll come away changed by this discussion, and by Kwon’s courage and conviction.","Sustainable investment leader Taeun Kwon on women, money and saving the planet"
https://podcasts.apple.com/us/podcast/jason-swanns-life-turned-upside-down-now-hes-saving/id1536627537?i=1000543583170&uo=4,"When Jason Swann goes hiking, he always takes pictures. It’s important to him to show other Black and brown people that they belong in the wilderness too. Jason talks with host Yesh Pavlik Slenk about how an encounter with the police, a divorce, and job loss led him to a new life as an advocate for racial equity in the outdoors and to a dramatic career change from finance to sustainability.","Jason Swann’s life turned upside down. Now, he’s saving wild places"
https://podcasts.apple.com/us/podcast/introducing-degrees-season-3/id1536627537?i=1000537693025&uo=4,"There’s never been a time like this. To fight climate change, we need everyone on board. Our new season of Degrees showcases changemakers transforming their jobs and their lives for a cleaner and more equitable future. Host Yesh Pavlik Slenk dives deep into our guests’ real stories — from their climate journey epiphanies to on-the-ground struggles to fulfilling successes. Tune in each week starting on October 13th to learn how you can use your career to save the planet.",Introducing Degrees Season 3
https://podcasts.apple.com/us/podcast/five-key-questions-to-turbocharge-your-job-hunt/id1536627537?i=1000532120903&uo=4,"Feeling overwhelmed? Sustainability jobs expert Trish Kenlon has advised hundreds of job hunters. Join us for a real-time coaching session with green jobseeker Maya Johnson. You’ll learn the key questions to help you find the right job for you, faster.",Five key questions to turbocharge your job hunt
https://podcasts.apple.com/us/podcast/green-jobs-are-surging-where-to-find-them/id1536627537?i=1000532234827&uo=4,"After years of sputtering along, sustainability job postings on LinkedIn spiked by 10%, about double the growth in other sectors of the economy. But where are these jobs? And which skills are in demand? One of the foremost researchers studying the growth of corporate sustainability jobs, John Davies of GreenBiz, gives Yesh the inside scoop.",Green jobs are surging. Where to find them.
https://podcasts.apple.com/us/podcast/real-talk-about-salaries-gender-and-race-in-green-jobs/id1536627537?i=1000532345644&uo=4,"Working in sustainability doesn’t have to mean sacrificing decent compensation. Did you know corporate sustainability management salaries range from $50,000 to $280,000 a year? GreenBiz careers expert John Davies shares his latest findings on high-paying jobs. And he gives Yesh the good and bad news about pay equity and diversity.","Real talk about salaries, gender and race in green jobs"
https://podcasts.apple.com/us/podcast/certifications-do-i-need-them/id1536627537?i=1000532453206&uo=4,Sustainability certifications are a minefield. Do you have to spend time and money getting certified? How do you choose? GreenBiz’s John Davies knows which credentials are worth the effort and the cost—and when you don’t need them at all.,Certifications: Do I need them?
https://podcasts.apple.com/us/podcast/resumes-suck-but-heres-how-to-rock-the-search/id1536627537?i=1000532561114&uo=4,"Are you submitting lots of resumes and not hearing back? Guest Sam Charner of Net Impact has great advice. He addresses the biggest pain points of green job hunting, from being clueless about your specific path to what’s wrong when you can’t get an interview. His guidance will help you charge ahead.",Resumes suck. But here’s how to rock the search
https://podcasts.apple.com/us/podcast/awkward-networking-mistakes-to-avoid/id1536627537?i=1000532649029&uo=4,"Everyone says networking is so important, but how? Who should you talk to? What do you say? Net Impact’s Sam Charner works with more than 400 chapters in 40 countries, with young people making a positive impact on the planet. He’s seen it all—and he shares the best and the worst of networking.",Awkward! Networking mistakes to avoid
